Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
RE-OPEN CA NOW!,,848435872307367,none,,,,6402,N/A,2020-09-11 12:03:03 EDT,2020-09-11,12:03:03,Native Video,67,2,22,11,0,0,0,2,30,0,share,No,0,4362130,0,00:01:25,https://www.facebook.com/groups/848435872307367/permalink/963240997493520,Just goes to show that these socialists want to get rid of our faith and our flag. 🙏🏽🇺🇸🔥,https://www.facebook.com/Ruptly/videos/720634208499553/,,,Ruptly,"Demonstrators set fire to a copy of the Bible on Friday night, later throwing a US flag on top, during the 65th consecutive night of protests in Portland.",,,,67,2.91
AWAKE LIKE ME,,918890171535718,none,,,,23021,N/A,2020-09-10 13:11:24 EDT,2020-09-10,13:11:24,Photo,67,38,1,25,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3364778443613533,,https://www.facebook.com/photo.php?fbid=130259185391722&set=p.130259185391722&type=3,,"If something is referred to as a ""rule"", a ""guideline"", or as compulsory or ""mandatory"", it is NOT A LAW. You are not legally obliged to comply with it. Rules and guidelines and things labelled compulsory/mandatory require your active consent. You cannot be forced by law enforcement officers or government as these things are not law. ""Officials"" use this language to try and manipulate and frighten you into volunteering your consent- DO NOT GIVE IT.",Anna,People NEED to know this 👇👇👇 Stop being afraid .... exercise your RIGHT to freedom of choice and informed consent ❤,,,,67,-2.15
AWAKE LIKE ME,,918890171535718,none,,,,21053,N/A,2020-09-04 03:43:05 EDT,2020-09-04,03:43:05,Photo,67,18,19,20,0,1,0,0,9,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3346321725459205,"Those it does not out right kill, it will alter forever.",https://www.facebook.com/photo.php?fbid=10159676256242573&set=gm.3346321725459205&type=3,,,,,,,,67,-2.15
HELP CANADIANS FIRST.....,,1655955358022417,none,,,,4459,N/A,2020-09-10 03:48:54 EDT,2020-09-10,03:48:54,Link,67,5,16,16,0,0,1,0,29,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1655955358022417/permalink/2821555871462354,,https://spencerfernando.com/2020/09/09/dividing-by-race-trudeau-creates-new-entrepreneurship-fund-only-available-to-black-entrepreneurs/,,,Dividing By Race: Trudeau Creates New Entrepreneurship Fund Only Available To Black Entrepreneurs - Spencer Fernando,"Creating programs based on racial groupings is the fastest way to increase division in the country. In a democracy, all are supposed to be equal under the",,,,67,2.79
HELP CANADIANS FIRST.....,,1655955358022417,none,,,,4460,N/A,2020-09-08 11:37:10 EDT,2020-09-08,11:37:10,Photo,67,22,3,27,0,0,11,3,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1655955358022417/permalink/2820032224948052,Are We Awake Yet !!! #FakePandemic,https://www.facebook.com/photo.php?fbid=10224083306736228&set=gm.2820032224948052&type=3,,,,,,,,67,2.48
HELP CANADIANS FIRST.....,,1655955358022417,none,,,,4456,N/A,2020-09-05 10:17:27 EDT,2020-09-05,10:17:27,Status,67,11,32,8,0,1,0,5,10,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1655955358022417/permalink/2817260908558517,Get ready folks. The Great Facebook Purge is almost here. Oct 1st. Pages like this will disappear for violating FB new TOU.,,,,,,,,,67,1.97
Minnesota Un-Masked,,589104111975931,none,,,,1153,N/A,2020-09-07 19:06:00 EDT,2020-09-07,19:06:00,Photo,66,53,4,3,5,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/633535060866169,,https://www.facebook.com/photo.php?fbid=10159089742284119&set=gm.633535060866169&type=3,,,,,,,,66,1.43
Minnesota Un-Masked,,589104111975931,none,,,,885,N/A,2020-09-01 18:42:21 EDT,2020-09-01,18:42:21,Photo,66,41,1,12,9,0,1,1,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/628891981330477,"Finally Our President of the United States gets recognition!! After years of the idiot night talk show hosts daily making him the brunt of their jokes, now who is laughing?! 🤣",https://www.facebook.com/photo.php?fbid=10159683373022079&set=gm.628891981330477&type=3,,,,,,,,66,1.43
Glorious And Free,,3247348058642730,learning,,,,5599,N/A,2020-09-01 15:06:19 EDT,2020-09-01,15:06:19,Native Video,66,12,33,13,8,0,0,0,0,0,owned,-,0,0,0,00:00:00,https://www.facebook.com/groups/3247348058642730/permalink/3518553138188886,,https://www.facebook.com/groups/3247348058642730/permalink/3518553138188886/,,,URGENT MESSAGE TO ALL MEMBERS,,,,,66,2
United Collective,,1125787174433241,none,,,,18650,N/A,2020-09-01 18:22:58 EDT,2020-09-01,18:22:58,Link,66,38,14,10,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1125787174433241/permalink/1248950098783614,"📣📣 Call To Action 📣📣 Craig Kelly has been successful in getting the discussion of hydroxychloroquine into federal parliament. The opposition and the media are calling him dangerous and a conspiracy theorist! They have said that the people of Australia understand that it is not a viable option. We need to show the government that we agree with Craig Kelly 🙌🏻💯 and that he has the support of the people.✊🏼✊🏼✊🏼 Let's get 100,000 Australians behind this to show them that the people support Craig and want access to this drug. All signatures will be destroyed and removed from electronic devices after Craig receives the notification of how many people signed Please sign this if you want to show Craig you support him. www.thevoiceoftheaustralianpeople.com/supportcraigkelly support craig kelly",http://www.thevoiceoftheaustralianpeople.com/supportcraigkelly,,,support craig kelly - The Voice of the Australian People,Lives Are Being Lost In Australia Because Our Government Is Withholding A Proven Prevention & Treatment For Covid 19 Federal MP Craig Kelly is asking for a review of the use of hydroxchlouroquine In the treatment of Covid 19 Please Fill In Your Details below So the Voices Of The australian People Ca...,,,,66,1.61
#OpenCTNow,,607129126546690,none,,,,7215,N/A,2020-09-03 19:56:40 EDT,2020-09-03,19:56:40,Link,66,45,15,2,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/607129126546690/permalink/697753730817562,https://justthenews.com/government/courts-law/hundreds-ny-restaurants-file-2-billion-suit-against-cuomo-de-blasio-over,https://justthenews.com/government/courts-law/hundreds-ny-restaurants-file-2-billion-suit-against-cuomo-de-blasio-over,,,"Hundreds of N.Y.C. restaurants file $2 billion suit against Cuomo, de Blasio over indoor dining ban",Filing claims restaurants have been 'unconstitutionally shut down' since mid-March.,,,,66,2.64
Open Oregon,,2882853491751153,none,,,,19023,N/A,2020-09-11 10:15:05 EDT,2020-09-11,10:15:05,YouTube,66,3,4,13,0,5,0,37,0,4,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3296659487037216,,https://www.youtube.com/watch?v=Pi42MtEPC64&feature=youtu.be&fbclid=IwAR0cCW3ToMyqANlRK0-mFVDcjF6XbwqGhFIkB5JhD8GaET3XL0xdd9QOU5s&ab_channel=JacksonCountyOregon,,,Almeda Fire Fly-over 9-8-2020,"A helicopter survey of damage from the Almeda fire in Jackson County, Oregon, taken September 8, 2020. Begins in and around Ashland, then continues up the I-...",,,,66,-2.58
Ontario Civil Liberties Association,,110883345731728,none,,,,5586,N/A,2020-09-12 09:21:02 EDT,2020-09-12,09:21:02,Status,66,2,54,1,0,8,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/110883345731728/permalink/1754755241344522,"Via a phone consultation today: My doctors office refused to write a medical exemption letter for my 14 yr old son who has anxiety, moderate OCD, allergies and has previously had a panic attack wearing a mask. He also gets migraines with aura that are exacerbated by mask wearing. The school is demanding the drs note and the dr “can’t, in good conscience, write the note” based on the existing criteria. I’m so upset right now and need to know who I can write to, how can I appeal this for my child. When challenged on taking an oath to do no harm, the dr said that the benefit of wearing a mask outweighs the harm caused to him daily. I mentioned Human Rights violations, she said “what about them?!” I explained that learning should be paramount for someone going to school, which every child has the right to, not worrying about allergies, headaches, OCD, panic attacks. No exemption. The final blow was when she asked to speak to my son on the phone without me present. I asked if she felt that this was appropriate. “Yes I do!” Needless to say, I found this to be completely inappropriate and did not allow it. Any help with this would be greatly appreciated 🙏",,,,,,,,,66,1.57
Ontario Civil Liberties Association,,110883345731728,none,,,,5444,N/A,2020-09-03 13:36:29 EDT,2020-09-03,13:36:29,Link,66,5,47,2,0,1,3,0,8,0,,-,0,0,0,N/A,https://www.facebook.com/groups/110883345731728/permalink/1746735995479780,Can we flood him? Do we have any doctors around? ,https://toronto.ctvnews.ca/why-don-t-they-pitch-in-ontario-premier-unleashes-war-of-words-with-education-union-leader-1.5089689,,,'Why don't they pitch in?': Ontario premier unleashes war of words with education union leader,"Premier Doug Ford is ratcheting up his war of words with the head of one of the largest teacher unions, telling reporters he would rather listen to doctors and epidemiologists than someone ""with a degree in English literature who thinks he is a doctor.""",,,,66,1.83
Ontario Civil Liberties Association,,110883345731728,none,,,,5444,N/A,2020-09-03 07:35:50 EDT,2020-09-03,07:35:50,Photo,66,34,11,7,12,1,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/110883345731728/permalink/1746467355506644,,https://www.facebook.com/photo.php?fbid=10157831707437547&set=gm.682159352381256&type=3,,,Ken,"I just phoned Dr. Hrabarchuk's office in Dauphin to encourage him for his defense of freedom.  His office number is (204) 638-6445.  ***Please leave a comment below*** if you have done the same.  This is what the Winnipeg Free Press quoted him as saying...

“This is not about a virus.  It's never been about a virus. We are  experiencing the first steps toward creating a totalitarian society.   Wearing a mask is up to the individual and should not be socially forced  on anyone... violation of human rights...given that masks don’t stop  transmission.  Joe Public listens to mainstream media and the heads of  three-letter health agencies that are completely corrupted and promoting  ‘science’ in a tainted and biased manner.  Even the major medical  journals are not something to be trusted.  The powers that be want to  control us with fear.  I for one WILL NOT BE CONTROLLED WITH FEAR!!!”   Dr. Blair Hrabarchuk; Dauphin, MB",,,,66,1.25
Restore Liability For The Vaccine Makers,,831694823850817,none,,,,10394,N/A,2020-09-02 22:28:22 EDT,2020-09-02,22:28:22,Link,66,2,32,1,1,7,1,0,22,0,,-,0,0,0,N/A,https://www.facebook.com/groups/831694823850817/permalink/1255655168121445,Oh Hell to NO! ,https://www.wsj.com/articles/trump-administration-asks-states-to-be-ready-for-vaccine-by-november-11599075477?utm_source=facebook&utm_medium=news_tab&utm_content=curated&fb_news_token=01KxPXTel2FRAEMG7LPIAg%3D%3D.gHWZetE2Wh7LGilVLUfRSrUU5zYVf6k5JJ6ukdURim1mWcyIYxsNqKRpm9VvA59IH3QCzMUUnBG6Hc4llcOKJzqG3Q1oMjI87DLRLdbaf9Bi6zq4yvZ5YJ8%2BbjYSmYNXNF29L6Hu4HdE5d9RIhqvYFQ7KkOJ9cDmmDSsAoFOWQB0FDh1Gy%2BuSwMbsPgOf4RdDQH8zeri6YgoD6Bx2rkpk0%2Bgj9P4Dxk%2FOrL4RNi30eVNJexZ5Ji8Q28qR0Uv%2BMOtsqqN1sNIFnlHvfB%2F%2BQZlaOgAoqrrbBpwAfIZvyFDePPKYWQffycKdO7lYsBOQ%2FPIu6n0BK%2BGfRfXBURJNPLe2g%3D%3D,,,Trump Administration Asks States to Be Ready for Vaccine by November,"The CDC sent a letter to governors asking them to speed approval of vaccine distribution centers by Nov. 1, just before Election Day.",,,,66,2.06
Free Face Society,,913041355863220,none,,,,5279,N/A,2020-09-10 20:25:49 EDT,2020-09-10,20:25:49,Photo,65,22,16,6,0,0,1,0,20,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/954772195023469,And so it begins.... let me be crystal clear - KISS MY ASS !!!!,https://www.facebook.com/photo.php?fbid=953770648463880&set=gm.954772195023469&type=3,,,,,,,,65,1.23
Free Face Society,,913041355863220,none,,,,5273,N/A,2020-09-09 09:40:11 EDT,2020-09-09,09:40:11,Photo,65,19,8,16,0,1,15,4,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/953612558472766,Think about this REAL hard...... I'll wait for your response.,https://www.facebook.com/photo.php?fbid=952666491907629&set=gm.953612558472766&type=3,,,,,,,,65,1.23
United Collective,,1125787174433241,none,,,,18609,N/A,2020-09-13 08:00:16 EDT,2020-09-13,08:00:16,Native Video,65,11,18,13,3,3,0,2,15,0,share,No,0,297415,0,00:00:28,https://www.facebook.com/groups/1125787174433241/permalink/1259271664418124,More disturbing footage from Australia. https://www.facebook.com/9News/videos/3221537837963706,https://www.facebook.com/9News/videos/3221537837963706/,,,9 News,"Protesters have linked arms and are surrounded by riot police in Melbourne.

The processing line for those who’ve been arrested stretched hundreds of metres.

See the full story, 6.00pm on #9News",,,,65,1.67
United Collective,,1125787174433241,none,,,,18480,N/A,2020-09-03 05:03:59 EDT,2020-09-03,05:03:59,Video,65,35,19,4,0,0,1,1,5,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1125787174433241/permalink/1250210601990897,Are we waking up yet??,https://youtu.be/hcHUGZGT9V4,,,Andrews 'must go tonight' after horrible example of 'inexcusable powers': Jones,Sky News host Alan Jones says Daniel Andrews’ grab for power and disdain of accountability has forced Victorians to behaviour designed to re-take their freed...,,,,65,1.59
United Collective,,1125787174433241,none,,,,18480,N/A,2020-09-03 00:57:59 EDT,2020-09-03,00:57:59,Native Video,65,23,12,9,1,2,0,17,1,0,share,No,0,315572,0,00:09:40,https://www.facebook.com/groups/1125787174433241/permalink/1250178555327435,,https://www.facebook.com/jacquilambienetwork/videos/334858344306962/,,,Senator Jacqui Lambie,"This had to be cleared by the lawyers, but now I can reveal it. It's a scandal upon scandal within Defence, and it is killing people. It is killing our own. 

It's taken a long time to get this ready, and it's taken many brave people coming forward to make it happen. 

Don't let this one disappear.",,,,65,1.67
United Collective,,1125787174433241,none,,,,18184,N/A,2020-09-01 23:30:41 EDT,2020-09-01,23:30:41,Link,65,52,2,5,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1125787174433241/permalink/1249136995431591,https://www.news.com.au/lifestyle/home/outdoors/jims-mowing-prepares-multimilliondollar-lawsuit-against-victorian-government-over-stage-4-lockdown/news-story/ecfa04c7309a37effd5c2bb9778850ef,https://www.news.com.au/lifestyle/home/outdoors/jims-mowing-prepares-multimilliondollar-lawsuit-against-victorian-government-over-stage-4-lockdown/news-story/ecfa04c7309a37effd5c2bb9778850ef,,,Jim’s Mowing to sue for millions,Jim’s Mowing founder Jim Penman says his Victorian contractors financially affected by Melbourne’s strict second lockdown could sue the State Government for $7 million.,,,,65,1.59
